genome,coco_id,vg_url,coco_url
498149,415602,https://cs.stanford.edu/people/rak248/VG_100K/498149.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000415602.jpg
498151,579907,https://cs.stanford.edu/people/rak248/VG_100K/498151.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000579907.jpg
498153,195352,https://cs.stanford.edu/people/rak248/VG_100K/498153.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000195352.jpg
498155,148373,https://cs.stanford.edu/people/rak248/VG_100K/498155.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000148373.jpg
498170,580051,https://cs.stanford.edu/people/rak248/VG_100K/498170.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000580051.jpg
498175,238928,https://cs.stanford.edu/people/rak248/VG_100K/498175.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000238928.jpg
498221,297387,https://cs.stanford.edu/people/rak248/VG_100K/498221.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000297387.jpg
498226,488990,https://cs.stanford.edu/people/rak248/VG_100K/498226.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000488990.jpg
498253,396611,https://cs.stanford.edu/people/rak248/VG_100K/498253.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000396611.jpg
498258,429672,https://cs.stanford.edu/people/rak248/VG_100K/498258.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000429672.jpg
498261,55618,https://cs.stanford.edu/people/rak248/VG_100K/498261.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000055618.jpg
498272,297645,https://cs.stanford.edu/people/rak248/VG_100K/498272.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000297645.jpg
498280,302141,https://cs.stanford.edu/people/rak248/VG_100K/498280.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000302141.jpg
498281,234217,https://cs.stanford.edu/people/rak248/VG_100K/498281.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000234217.jpg
498286,572171,https://cs.stanford.edu/people/rak248/VG_100K/498286.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000572171.jpg
498304,364939,https://cs.stanford.edu/people/rak248/VG_100K/498304.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000364939.jpg
498326,545675,https://cs.stanford.edu/people/rak248/VG_100K/498326.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000545675.jpg
498339,561643,https://cs.stanford.edu/people/rak248/VG_100K/498339.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000561643.jpg
498372,1355,https://cs.stanford.edu/people/rak248/VG_100K/498372.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000001355.jpg
498388,389021,https://cs.stanford.edu/people/rak248/VG_100K/498388.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000389021.jpg
498396,45337,https://cs.stanford.edu/people/rak248/VG_100K/498396.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000045337.jpg
498398,168349,https://cs.stanford.edu/people/rak248/VG_100K/498398.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000168349.jpg
498405,449847,https://cs.stanford.edu/people/rak248/VG_100K/498405.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000449847.jpg
712977,543194,https://cs.stanford.edu/people/rak248/VG_100K/712977.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000543194.jpg
713003,548136,https://cs.stanford.edu/people/rak248/VG_100K/713003.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000548136.jpg
713017,432637,https://cs.stanford.edu/people/rak248/VG_100K/713017.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000432637.jpg
713024,171155,https://cs.stanford.edu/people/rak248/VG_100K/713024.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000171155.jpg
713028,253229,https://cs.stanford.edu/people/rak248/VG_100K/713028.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000253229.jpg
713075,161051,https://cs.stanford.edu/people/rak248/VG_100K/713075.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000161051.jpg
713089,296882,https://cs.stanford.edu/people/rak248/VG_100K/713089.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000296882.jpg
713112,512787,https://cs.stanford.edu/people/rak248/VG_100K/713112.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000512787.jpg
713135,529667,https://cs.stanford.edu/people/rak248/VG_100K/713135.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000529667.jpg
713142,543833,https://cs.stanford.edu/people/rak248/VG_100K/713142.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000543833.jpg
713146,399540,https://cs.stanford.edu/people/rak248/VG_100K/713146.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000399540.jpg
713174,331298,https://cs.stanford.edu/people/rak248/VG_100K/713174.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000331298.jpg
713211,291484,https://cs.stanford.edu/people/rak248/VG_100K/713211.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000291484.jpg
713228,556544,https://cs.stanford.edu/people/rak248/VG_100K/713228.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000556544.jpg
713274,207048,https://cs.stanford.edu/people/rak248/VG_100K/713274.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000207048.jpg
713285,92344,https://cs.stanford.edu/people/rak248/VG_100K/713285.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000092344.jpg
713328,243947,https://cs.stanford.edu/people/rak248/VG_100K/713328.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000243947.jpg
713330,383250,https://cs.stanford.edu/people/rak248/VG_100K/713330.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000383250.jpg
713371,300284,https://cs.stanford.edu/people/rak248/VG_100K/713371.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000300284.jpg
713380,190994,https://cs.stanford.edu/people/rak248/VG_100K/713380.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000190994.jpg
713381,220077,https://cs.stanford.edu/people/rak248/VG_100K/713381.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000220077.jpg
713392,58684,https://cs.stanford.edu/people/rak248/VG_100K/713392.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000058684.jpg
713403,34491,https://cs.stanford.edu/people/rak248/VG_100K/713403.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000034491.jpg
713418,545082,https://cs.stanford.edu/people/rak248/VG_100K/713418.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000545082.jpg
713450,200464,https://cs.stanford.edu/people/rak248/VG_100K/713450.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000200464.jpg
713512,83770,https://cs.stanford.edu/people/rak248/VG_100K/713512.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000083770.jpg
713513,522897,https://cs.stanford.edu/people/rak248/VG_100K/713513.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000522897.jpg
713519,562835,https://cs.stanford.edu/people/rak248/VG_100K/713519.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000562835.jpg
713585,427555,https://cs.stanford.edu/people/rak248/VG_100K/713585.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000427555.jpg
713593,202767,https://cs.stanford.edu/people/rak248/VG_100K/713593.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000202767.jpg
713620,522938,https://cs.stanford.edu/people/rak248/VG_100K/713620.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000522938.jpg
713633,211644,https://cs.stanford.edu/people/rak248/VG_100K/713633.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000211644.jpg
713640,289329,https://cs.stanford.edu/people/rak248/VG_100K/713640.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000289329.jpg
713652,296374,https://cs.stanford.edu/people/rak248/VG_100K/713652.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000296374.jpg
713653,260604,https://cs.stanford.edu/people/rak248/VG_100K/713653.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000260604.jpg
713666,473665,https://cs.stanford.edu/people/rak248/VG_100K/713666.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000473665.jpg
713679,251723,https://cs.stanford.edu/people/rak248/VG_100K/713679.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000251723.jpg
713681,530433,https://cs.stanford.edu/people/rak248/VG_100K/713681.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000530433.jpg
713684,310851,https://cs.stanford.edu/people/rak248/VG_100K/713684.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000310851.jpg
713689,352398,https://cs.stanford.edu/people/rak248/VG_100K/713689.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000352398.jpg
713707,201607,https://cs.stanford.edu/people/rak248/VG_100K/713707.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000201607.jpg
713718,140247,https://cs.stanford.edu/people/rak248/VG_100K/713718.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000140247.jpg
713730,532132,https://cs.stanford.edu/people/rak248/VG_100K/713730.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000532132.jpg
713742,241076,https://cs.stanford.edu/people/rak248/VG_100K/713742.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000241076.jpg
713749,462477,https://cs.stanford.edu/people/rak248/VG_100K/713749.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000462477.jpg
713760,48759,https://cs.stanford.edu/people/rak248/VG_100K/713760.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000048759.jpg
713765,542582,https://cs.stanford.edu/people/rak248/VG_100K/713765.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000542582.jpg
713769,565116,https://cs.stanford.edu/people/rak248/VG_100K/713769.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000565116.jpg
713770,59024,https://cs.stanford.edu/people/rak248/VG_100K/713770.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000059024.jpg
713779,90801,https://cs.stanford.edu/people/rak248/VG_100K/713779.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000090801.jpg
713780,294186,https://cs.stanford.edu/people/rak248/VG_100K/713780.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000294186.jpg
713786,182967,https://cs.stanford.edu/people/rak248/VG_100K/713786.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000182967.jpg
713788,573401,https://cs.stanford.edu/people/rak248/VG_100K/713788.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000573401.jpg
713790,341062,https://cs.stanford.edu/people/rak248/VG_100K/713790.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000341062.jpg
713796,536514,https://cs.stanford.edu/people/rak248/VG_100K/713796.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000536514.jpg
713807,454477,https://cs.stanford.edu/people/rak248/VG_100K/713807.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000454477.jpg
713829,94223,https://cs.stanford.edu/people/rak248/VG_100K/713829.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000094223.jpg
713858,385517,https://cs.stanford.edu/people/rak248/VG_100K/713858.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000385517.jpg
713888,115359,https://cs.stanford.edu/people/rak248/VG_100K/713888.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000115359.jpg
713920,210729,https://cs.stanford.edu/people/rak248/VG_100K/713920.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000210729.jpg
713936,359656,https://cs.stanford.edu/people/rak248/VG_100K/713936.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000359656.jpg
1159293,148208,https://cs.stanford.edu/people/rak248/VG_100K/1159293.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000148208.jpg
1159318,181223,https://cs.stanford.edu/people/rak248/VG_100K/1159318.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000181223.jpg
1159325,51152,https://cs.stanford.edu/people/rak248/VG_100K/1159325.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000051152.jpg
1159329,163047,https://cs.stanford.edu/people/rak248/VG_100K/1159329.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000163047.jpg
1159335,99184,https://cs.stanford.edu/people/rak248/VG_100K/1159335.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000099184.jpg
1159353,174896,https://cs.stanford.edu/people/rak248/VG_100K/1159353.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000174896.jpg
1159365,45026,https://cs.stanford.edu/people/rak248/VG_100K/1159365.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000045026.jpg
1159379,104817,https://cs.stanford.edu/people/rak248/VG_100K/1159379.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000104817.jpg
1159392,215569,https://cs.stanford.edu/people/rak248/VG_100K/1159392.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000215569.jpg
1159397,264256,https://cs.stanford.edu/people/rak248/VG_100K/1159397.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000264256.jpg
1159408,318929,https://cs.stanford.edu/people/rak248/VG_100K/1159408.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000318929.jpg
1159425,179408,https://cs.stanford.edu/people/rak248/VG_100K/1159425.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000179408.jpg
1159427,352019,https://cs.stanford.edu/people/rak248/VG_100K/1159427.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000352019.jpg
1159434,401455,https://cs.stanford.edu/people/rak248/VG_100K/1159434.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000401455.jpg
1159440,65668,https://cs.stanford.edu/people/rak248/VG_100K/1159440.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000065668.jpg
1159446,401229,https://cs.stanford.edu/people/rak248/VG_100K/1159446.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000401229.jpg
1159447,221223,https://cs.stanford.edu/people/rak248/VG_100K/1159447.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000221223.jpg
1159463,464537,https://cs.stanford.edu/people/rak248/VG_100K/1159463.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000464537.jpg
1159470,565211,https://cs.stanford.edu/people/rak248/VG_100K/1159470.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000565211.jpg
1159482,74964,https://cs.stanford.edu/people/rak248/VG_100K/1159482.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000074964.jpg
1159486,126001,https://cs.stanford.edu/people/rak248/VG_100K/1159486.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000126001.jpg
1159497,471409,https://cs.stanford.edu/people/rak248/VG_100K/1159497.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000471409.jpg
1159508,259666,https://cs.stanford.edu/people/rak248/VG_100K/1159508.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000259666.jpg
1159515,423562,https://cs.stanford.edu/people/rak248/VG_100K/1159515.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000423562.jpg
1159541,182758,https://cs.stanford.edu/people/rak248/VG_100K/1159541.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000182758.jpg
1159572,385805,https://cs.stanford.edu/people/rak248/VG_100K/1159572.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000385805.jpg
1159575,443579,https://cs.stanford.edu/people/rak248/VG_100K/1159575.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000443579.jpg
1159592,212679,https://cs.stanford.edu/people/rak248/VG_100K/1159592.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000212679.jpg
1159606,115005,https://cs.stanford.edu/people/rak248/VG_100K/1159606.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000115005.jpg
1159609,275672,https://cs.stanford.edu/people/rak248/VG_100K/1159609.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000275672.jpg
1159621,159601,https://cs.stanford.edu/people/rak248/VG_100K/1159621.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000159601.jpg
1159648,300198,https://cs.stanford.edu/people/rak248/VG_100K/1159648.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000300198.jpg
1159675,575949,https://cs.stanford.edu/people/rak248/VG_100K/1159675.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000575949.jpg
1159724,469768,https://cs.stanford.edu/people/rak248/VG_100K/1159724.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000469768.jpg
1159749,413164,https://cs.stanford.edu/people/rak248/VG_100K/1159749.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000413164.jpg
1159762,5018,https://cs.stanford.edu/people/rak248/VG_100K/1159762.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000005018.jpg
1159768,377059,https://cs.stanford.edu/people/rak248/VG_100K/1159768.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000377059.jpg
1159775,509864,https://cs.stanford.edu/people/rak248/VG_100K/1159775.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000509864.jpg
1159777,46408,https://cs.stanford.edu/people/rak248/VG_100K/1159777.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000046408.jpg
1159784,393508,https://cs.stanford.edu/people/rak248/VG_100K/1159784.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000393508.jpg
1159813,288164,https://cs.stanford.edu/people/rak248/VG_100K/1159813.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000288164.jpg
1159819,301554,https://cs.stanford.edu/people/rak248/VG_100K/1159819.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000301554.jpg
1159829,216742,https://cs.stanford.edu/people/rak248/VG_100K/1159829.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000216742.jpg
1159847,256607,https://cs.stanford.edu/people/rak248/VG_100K/1159847.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000256607.jpg
1159855,317331,https://cs.stanford.edu/people/rak248/VG_100K/1159855.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000317331.jpg
1159860,256539,https://cs.stanford.edu/people/rak248/VG_100K/1159860.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000256539.jpg
1159870,305224,https://cs.stanford.edu/people/rak248/VG_100K/1159870.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000305224.jpg
1159874,399227,https://cs.stanford.edu/people/rak248/VG_100K/1159874.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000399227.jpg
1159882,427384,https://cs.stanford.edu/people/rak248/VG_100K/1159882.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000427384.jpg
1159889,345142,https://cs.stanford.edu/people/rak248/VG_100K/1159889.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000345142.jpg
1159897,302424,https://cs.stanford.edu/people/rak248/VG_100K/1159897.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000302424.jpg
1159904,74576,https://cs.stanford.edu/people/rak248/VG_100K/1159904.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000074576.jpg
1159956,121651,https://cs.stanford.edu/people/rak248/VG_100K/1159956.jpg,http://images.cocodataset.org/train2014/COCO_train2014_000000121651.jpg
